고객ID,last_ord_date,Recency,Frequency,Monetary,Recency_Grade,Frequency_Grade,Monetary_Grade,is_back_up_down,co_purchase_up_down,cohort_is_back_score,cohort_co_purchase_score
USER_0746,2019-02-14,320,39,5497.0927,1,3,3,5,7,중,중
USER_0747,2019-03-20,286,12,1178.8528000000001,1,1,2,4,3,하,하
USER_0748,2019-05-24,221,115,11670.6073,1,4,4,4,3,중,중
USER_0749,2019-12-03,28,120,11204.3819,4,4,3,2,3,상,상
USER_0750,2019-05-12,233,7,577.1088,1,1,1,3,4,하,하
USER_0751,2019-01-22,343,16,1345.0638000000001,1,2,2,6,6,하,하
USER_0752,2019-11-20,41,12,2341.8606,4,1,2,0,0,중,중
USER_0753,2019-06-20,194,7,658.0218,2,1,1,2,3,중,중
USER_0754,2019-08-17,136,8,127.0458,2,1,1,1,2,중,중
USER_0755,2019-10-30,62,24,2907.6632,3,2,3,5,7,중,중
USER_0756,2019-09-28,94,136,11575.2572,3,4,4,2,3,중,중
USER_0757,2019-04-19,256,1,386.4354,1,1,1,2,3,하,하
USER_0758,2019-06-05,209,22,2083.4262000000003,2,2,2,6,6,중,중
USER_0759,2019-06-21,193,20,1880.3933000000002,2,2,2,2,3,중,중
USER_0760,2019-06-16,198,23,2579.7839000000004,2,2,2,2,3,중,중
USER_0761,2019-09-15,107,7,1277.8864,3,1,2,0,1,중,중
USER_0762,2019-11-25,36,47,7598.272400000001,4,3,3,0,0,상,상
USER_0763,2019-12-13,18,16,778.6706,4,2,1,0,0,중,중
USER_0764,2019-09-30,92,6,417.3372,3,1,1,0,1,중,중
USER_0765,2019-03-15,291,87,8098.294,1,3,3,5,7,중,중
USER_0766,2019-10-08,84,51,3817.1398000000004,3,3,3,0,0,중,중
USER_0767,2019-08-27,126,9,745.2407,3,1,1,1,2,중,중
USER_0768,2019-11-27,34,28,5778.2866,4,2,3,0,0,중,중
USER_0769,2019-05-10,235,25,2048.1206,1,2,2,3,4,하,하
USER_0770,2019-06-11,203,26,1737.1932000000002,2,2,2,2,3,중,중
USER_0771,2019-07-11,173,58,7442.2219000000005,2,3,3,2,3,중,중
USER_0772,2019-07-25,159,156,14873.7918,2,4,4,2,3,중,중
USER_0773,2019-10-05,87,21,1874.4776,3,2,2,5,7,중,중
USER_0774,2019-05-23,222,1,9.289,1,1,1,3,4,하,하
USER_0775,2019-06-13,201,8,389.0502,2,1,1,2,3,중,중
USER_0776,2019-08-07,146,43,2995.6675,2,3,3,6,6,중,중
USER_0777,2019-11-27,34,11,1853.1466,4,1,2,0,0,중,중
USER_0778,2019-10-14,78,163,13981.155,3,4,4,4,3,중,중
USER_0779,2019-03-16,290,39,4428.1467,1,3,3,4,3,중,중
USER_0780,2019-05-03,242,70,4637.9624,1,3,3,3,4,중,중
USER_0781,2019-08-28,125,1,39.1142,3,1,1,1,2,중,중
USER_0782,2019-06-06,208,6,206.4144,2,1,1,2,3,중,중
USER_0783,2019-11-08,53,44,4189.955,4,3,3,6,6,상,상
USER_0784,2019-05-25,220,113,8316.7759,2,3,3,2,3,중,중
USER_0785,2019-10-23,69,66,4409.474,3,3,3,1,2,중,중
USER_0786,2019-01-09,356,55,7615.2918,1,3,3,6,6,중,중
USER_0787,2019-11-18,43,26,2437.3878,4,2,2,2,3,중,중
USER_0788,2019-09-27,95,74,7636.4001,3,3,3,4,3,중,중
USER_0789,2019-06-21,193,50,7159.8405,2,3,3,2,3,중,중
USER_0790,2019-09-05,117,41,4639.5004,3,3,3,2,3,중,중
USER_0791,2019-01-22,343,26,2431.5402,1,2,2,6,6,하,하
USER_0792,2019-02-10,324,31,4173.5626,1,2,3,5,7,중,중
USER_0793,2019-11-19,42,90,9258.1707,4,3,3,3,4,상,상
USER_0794,2019-11-22,39,61,9531.512,4,3,3,0,0,상,상
USER_0795,2019-05-15,230,96,7336.9647,1,3,3,5,7,중,중
USER_0796,2019-07-14,170,1,92.9,2,1,1,2,3,중,중
USER_0797,2019-06-14,200,22,1768.4088000000002,2,2,2,2,3,중,중
USER_0798,2019-08-19,134,7,326.28099999999995,2,1,1,1,2,중,중
USER_0799,2019-09-01,121,139,15190.465400000001,3,4,4,5,7,중,중
USER_0800,2019-06-16,198,158,14019.0402,2,4,4,6,6,중,중
USER_0801,2019-11-23,38,26,4242.575000000001,4,2,3,0,0,중,중
USER_0802,2019-07-11,173,49,3472.2698,2,3,3,2,3,중,중
USER_0803,2019-07-14,170,3,710.97,2,1,1,2,3,중,중
USER_0804,2019-12-11,20,12,1588.4097000000002,4,1,2,0,0,중,중
USER_0805,2019-11-08,53,42,2998.3781,4,3,3,2,3,상,상
USER_0806,2019-11-14,47,154,15286.4879,4,4,4,6,6,상,상
USER_0807,2019-12-01,30,17,1740.7176000000002,4,2,2,4,3,중,중
USER_0808,2019-01-10,355,12,2584.79,1,1,2,6,6,하,하
USER_0809,2019-09-22,100,10,635.3244,3,1,1,0,1,중,중
USER_0810,2019-08-03,150,13,1072.2718,2,2,2,1,2,중,중
USER_0811,2019-08-08,145,3,131.2682,2,1,1,1,2,중,중
USER_0812,2019-08-30,123,49,3512.3939,3,3,3,2,3,중,중
USER_0813,2019-06-19,195,31,1573.7776000000001,2,2,2,2,3,중,중
USER_0814,2019-08-30,123,20,1126.6367,3,2,2,1,2,중,중
USER_0815,2019-03-27,279,19,2505.3064,1,2,2,4,3,하,하
USER_0816,2019-08-17,136,113,10043.7077,2,3,3,6,6,중,중
USER_0817,2019-06-09,205,20,1559.2178,2,2,2,2,3,중,중
USER_0818,2019-01-29,336,17,2021.5898000000002,1,2,2,6,6,하,하
USER_0819,2019-08-04,149,2,103.58500000000001,2,1,1,4,3,중,중
USER_0820,2019-12-18,13,28,6618.496,4,2,3,6,6,중,중
USER_0821,2019-04-11,264,10,736.3144,1,1,1,2,3,하,하
USER_0822,2019-11-01,60,5,1504.3,3,1,2,2,3,중,중
USER_0823,2019-06-12,202,2,437.21000000000004,2,1,1,2,3,중,중
USER_0824,2019-09-07,115,53,2701.5473,3,3,2,0,1,중,중
USER_0825,2019-04-06,269,30,2815.8891000000003,1,2,3,2,3,중,중
USER_0826,2019-12-07,24,45,6232.4449,4,3,3,1,2,상,상
USER_0827,2019-05-12,233,6,1248.1702,1,1,2,3,4,하,하
USER_0828,2019-12-06,25,23,2335.996,4,2,2,6,6,중,중
USER_0829,2019-11-21,40,48,4119.2425,4,3,3,0,1,상,상
USER_0830,2019-11-25,36,95,8172.803800000001,4,3,3,5,7,상,상
USER_0831,2019-05-24,221,10,1216.2532,1,1,2,2,3,하,하
USER_0832,2019-02-17,317,38,2959.0488,1,3,3,5,7,중,중
USER_0833,2019-12-18,13,174,18187.555200000003,4,4,4,2,3,상,상
USER_0834,2019-04-26,249,40,3586.9043,1,3,3,2,3,중,중
USER_0835,2019-08-25,128,98,7608.3716,3,3,3,2,3,중,중
USER_0836,2019-01-25,340,5,388.3052,1,1,1,6,6,하,하
USER_0837,2019-11-28,33,37,2815.7752,4,3,3,6,6,상,상
USER_0838,2019-08-19,134,5,727.69,2,1,1,1,2,중,중
USER_0839,2019-04-18,257,20,1724.1116,1,2,2,4,3,하,하
USER_0840,2019-01-17,348,14,1934.3953000000001,1,2,2,6,6,하,하
USER_0841,2019-06-20,194,4,144.388,2,1,1,2,3,중,중
USER_0842,2019-08-06,147,12,1061.3774,2,1,2,5,7,중,중
USER_0843,2019-10-28,64,8,671.3772000000001,3,1,1,3,4,중,중
USER_0844,2019-06-26,188,12,2166.6977,2,1,2,2,3,중,중
USER_0845,2019-12-31,0,5,842.9006,4,1,1,0,0,중,중
USER_0846,2019-06-19,195,25,2614.5328,2,2,2,2,3,중,중
USER_0847,2019-10-17,75,1,214.95,3,1,1,0,0,중,중
USER_0848,2019-08-11,142,22,1196.5266000000001,2,2,2,1,2,중,중
USER_0849,2019-04-22,253,10,731.0548,1,1,1,2,3,하,하
USER_0850,2019-12-30,1,207,26572.4392,4,4,4,5,7,상,상
USER_0851,2019-06-28,186,23,1495.2556,2,2,2,2,3,중,중
USER_0852,2019-10-29,63,2,384.85,3,1,1,0,0,중,중
USER_0853,2019-10-14,78,17,2038.8614,3,2,2,0,0,중,중
USER_0854,2019-06-08,206,16,1182.4348,2,2,2,2,3,중,중
USER_0855,2019-07-28,156,17,828.3329,2,2,1,6,6,중,중
USER_0856,2019-11-27,34,29,3615.1620000000003,4,2,3,6,6,중,중
USER_0857,2019-09-24,98,18,1262.9814000000001,3,2,2,0,1,중,중
USER_0858,2019-01-29,336,2,127.148,1,1,1,6,6,하,하
USER_0859,2019-08-26,127,15,803.5286,3,2,1,1,2,중,중
USER_0860,2019-12-10,21,6,609.1882,4,1,1,6,6,중,중
USER_0861,2019-07-20,164,7,196.9257,2,1,1,2,3,중,중
USER_0862,2019-08-01,152,10,2317.6059999999998,2,1,2,1,2,중,중
USER_0863,2019-12-08,23,25,3013.0507000000002,4,2,3,3,4,중,중
USER_0864,2019-07-15,169,54,5057.2177,2,3,3,2,3,중,중
USER_0865,2019-03-23,283,44,4002.0988,1,3,3,4,3,중,중
USER_0866,2019-03-06,300,15,2582.7744,1,2,2,4,3,하,하
USER_0867,2019-01-03,362,63,9469.9238,1,3,3,6,6,중,중
USER_0868,2019-12-04,27,9,1465.0866,4,1,2,0,0,중,중
USER_0869,2019-11-03,58,137,13421.310000000001,3,4,4,5,7,중,중
USER_0870,2019-02-23,311,103,14779.4734,1,3,4,5,7,중,중
USER_0871,2019-12-04,27,31,4112.7301,4,2,3,2,3,중,중
USER_0872,2019-03-13,293,17,2869.7832,1,2,3,4,3,중,중
USER_0873,2019-12-19,12,1,32.4438,4,1,1,0,0,중,중
USER_0874,2019-02-28,306,64,9559.8767,1,3,3,5,7,중,중
USER_0875,2019-02-26,308,38,4097.3185,1,3,3,5,7,중,중
USER_0876,2019-03-22,284,64,5598.5205000000005,1,3,3,4,3,중,중
USER_0877,2019-03-04,302,4,429.106,1,1,1,4,3,하,하
USER_0878,2019-11-08,53,41,5878.4607,4,3,3,0,0,상,상
USER_0879,2019-08-29,124,48,4639.0546,3,3,3,2,3,중,중
USER_0880,2019-03-06,300,49,5485.454,1,3,3,4,3,중,중
USER_0881,2019-01-22,343,12,798.3794,1,1,1,6,6,하,하
USER_0882,2019-01-21,344,21,2498.476,1,2,2,6,6,하,하
USER_0883,2019-09-26,96,5,1496.88,3,1,2,0,1,중,중
USER_0884,2019-12-07,24,18,1282.2384,4,2,2,1,2,중,중
USER_0885,2019-12-10,21,2,21.6612,4,1,1,0,0,중,중
USER_0886,2019-04-16,259,2,594.1981999999999,1,1,1,2,3,하,하
USER_0887,2019-06-06,208,29,2468.7974,2,2,2,2,3,중,중
USER_0888,2019-08-22,131,26,2160.0786000000003,3,2,2,4,3,중,중
USER_0889,2019-01-19,346,19,3005.8964,1,2,3,6,6,중,중
USER_0890,2019-03-22,284,16,2470.2776000000003,1,2,2,4,3,하,하
USER_0891,2019-10-20,72,35,3231.4292,3,3,3,0,0,중,중
USER_0892,2019-12-10,21,4,464.0226,4,1,1,0,0,중,중
USER_0893,2019-07-19,165,5,414.3009,2,1,1,4,3,중,중
USER_0894,2019-12-08,23,4,150.4051,4,1,1,0,0,중,중
USER_0895,2019-05-26,219,81,7317.5011,2,3,3,6,6,중,중
USER_0896,2019-07-22,162,17,848.1612,2,2,1,4,3,중,중
USER_0897,2019-03-04,302,9,330.78479999999996,1,1,1,4,3,하,하
USER_0898,2019-04-09,266,32,1144.1181000000001,1,2,2,2,3,하,하
USER_0899,2019-05-09,236,117,9161.587800000001,1,4,3,3,4,중,중
USER_0900,2019-06-07,207,20,2038.7616,2,2,2,2,3,중,중
USER_0901,2019-05-07,238,24,4359.4116,1,2,3,3,4,중,중
USER_0902,2019-12-09,22,48,5554.5324,4,3,3,2,3,상,상
USER_0903,2019-08-02,151,12,578.965,2,1,1,5,7,중,중
USER_0904,2019-04-06,269,70,7615.7276,1,3,3,4,3,중,중
USER_0905,2019-11-20,41,27,1219.0514,4,2,2,2,3,중,중
USER_0906,2019-12-26,5,52,6298.255,4,3,3,6,6,상,상
USER_0907,2019-12-16,15,29,4127.2465,4,2,3,0,0,중,중
USER_0908,2019-09-14,108,141,10402.1419,3,4,3,5,7,중,중
USER_0909,2019-08-18,135,9,348.9347,2,1,1,1,2,중,중
USER_0910,2019-06-13,201,15,1174.2457,2,2,2,2,3,중,중
USER_0911,2019-08-19,134,6,640.168,2,1,1,6,6,중,중
USER_0912,2019-10-28,64,17,1233.8532,3,2,2,0,0,중,중
USER_0913,2019-01-13,352,7,758.6362,1,1,1,6,6,하,하
USER_0914,2019-09-06,116,49,3341.3433,3,3,3,4,3,중,중
USER_0915,2019-04-27,248,7,713.2986000000001,1,1,1,2,3,하,하
USER_0916,2019-04-15,260,74,8605.614800000001,1,3,3,2,3,중,중
USER_0917,2019-03-29,277,21,2567.9721,1,2,2,4,3,하,하
USER_0918,2019-05-24,221,17,658.3056,1,2,1,3,4,하,하
USER_0919,2019-10-06,86,28,2541.8312,3,2,2,0,0,중,중
USER_0920,2019-03-22,284,8,940.2724000000001,1,1,1,4,3,하,하
USER_0921,2019-08-01,152,2,35.2342,2,1,1,1,2,중,중
USER_0922,2019-01-02,363,12,1014.0002000000001,1,1,1,6,6,하,하
USER_0923,2019-12-24,7,3,851.5175,4,1,1,0,0,중,중
USER_0924,2019-12-09,22,114,13714.5664,4,3,4,0,0,상,상
USER_0925,2019-08-16,137,10,1111.345,2,1,2,2,3,중,중
USER_0926,2019-08-17,136,19,1100.9596999999999,2,2,2,4,3,중,중
USER_0927,2019-11-14,47,16,1063.1226,4,2,2,0,0,중,중
USER_0928,2019-03-26,280,13,1962.0618000000002,1,2,2,4,3,하,하
USER_0929,2019-11-15,46,12,749.291,4,1,1,0,0,중,중
USER_0930,2019-07-11,173,19,2812.7304000000004,2,2,3,2,3,중,중
USER_0931,2019-03-16,290,1,15.784,1,1,1,4,3,하,하
USER_0932,2019-02-07,327,7,1250.1144000000002,1,1,2,5,7,하,하
USER_0933,2019-07-07,177,27,2827.7923000000005,2,2,3,4,3,중,중
USER_0934,2019-08-18,135,38,2892.9433,2,3,3,2,3,중,중
USER_0935,2019-08-01,152,26,2660.6530000000002,2,2,2,6,6,중,중
USER_0936,2019-07-05,179,10,1304.6164,2,1,2,2,3,중,중
USER_0937,2019-12-12,19,18,2186.9355,4,2,2,0,0,중,중
USER_0938,2019-12-10,21,122,11425.938100000001,4,4,4,4,3,상,상
USER_0939,2019-04-20,255,5,168.567,1,1,1,2,3,하,하
USER_0940,2019-10-16,76,8,601.7204,3,1,1,5,7,중,중
USER_0941,2019-01-25,340,20,958.6337,1,2,1,6,6,하,하
USER_0942,2019-12-03,28,36,1803.1796000000002,4,3,2,3,4,중,중
USER_0943,2019-05-22,223,18,1024.5554,1,2,2,3,4,하,하
USER_0944,2019-08-18,135,12,1838.7362,2,1,2,6,6,중,중
USER_0945,2019-09-05,117,25,1970.3116,3,2,2,0,1,중,중
USER_0946,2019-12-15,16,41,3911.5592,4,3,3,6,6,상,상
USER_0947,2019-01-04,361,28,4360.6898,1,2,3,6,6,중,중
USER_0948,2019-03-21,285,12,1362.6080000000002,1,1,2,4,3,하,하
USER_0949,2019-10-26,66,137,13358.4504,3,4,4,0,0,중,중
USER_0950,2019-08-30,123,12,833.5622000000001,3,1,1,2,3,중,중
USER_0951,2019-09-04,118,9,1011.8546,3,1,1,1,2,중,중
USER_0952,2019-07-19,165,70,6410.4537,2,3,3,5,7,중,중
USER_0953,2019-01-20,345,63,6465.5865,1,3,3,6,6,중,중
USER_0954,2019-01-02,363,13,1633.0594,1,2,2,6,6,하,하
USER_0955,2019-04-10,265,21,1906.5124,1,2,2,2,3,하,하
USER_0956,2019-07-17,167,60,5195.1407,2,3,3,2,3,중,중
USER_0957,2019-05-24,221,3,747.3000000000001,1,1,1,3,4,하,하
USER_0958,2019-04-24,251,38,3308.0575000000003,1,3,3,2,3,중,중
USER_0959,2019-07-12,172,53,4413.1305,2,3,3,2,3,중,중
USER_0960,2019-06-20,194,16,867.8517999999999,2,2,1,2,3,중,중
USER_0961,2019-01-13,352,66,7187.7229,1,3,3,6,6,중,중
USER_0962,2019-08-13,140,2,201.83620000000002,2,1,1,1,2,중,중
USER_0963,2019-07-17,167,11,937.481,2,1,1,2,3,중,중
USER_0964,2019-03-24,282,16,866.4635999999999,1,2,1,4,3,하,하
USER_0965,2019-08-15,138,34,1763.3344,2,3,2,1,2,중,중
USER_0966,2019-08-01,152,15,582.385,2,2,1,4,3,중,중
USER_0967,2019-08-27,126,14,347.257,3,2,1,1,2,중,중
USER_0968,2019-07-22,162,21,2722.6258,2,2,2,2,3,중,중
USER_0969,2019-09-27,95,4,310.424,3,1,1,0,1,중,중
USER_0970,2019-11-22,39,43,2367.2639,4,3,2,1,2,중,중
USER_0971,2019-11-17,44,101,10920.7715,4,3,3,5,7,상,상
USER_0972,2019-12-16,15,2,648.7645,4,1,1,0,0,중,중
USER_0973,2019-08-13,140,25,1263.2440000000001,2,2,2,2,3,중,중
USER_0974,2019-08-17,136,8,402.6874,2,1,1,1,2,중,중
USER_0975,2019-12-20,11,13,1051.2513,4,2,2,5,7,중,중
USER_0976,2019-09-04,118,5,102.5149,3,1,1,1,2,중,중
USER_0977,2019-06-09,205,7,608.6126,2,1,1,4,3,중,중
USER_0978,2019-05-06,239,37,1745.4063,1,3,2,3,4,중,중
USER_0979,2019-12-12,19,10,1986.4823000000001,4,1,2,0,0,중,중
USER_0980,2019-04-04,271,21,1062.4224,1,2,2,2,3,하,하
USER_0981,2019-10-02,90,4,57.004599999999996,3,1,1,0,0,중,중
USER_0982,2019-05-06,239,22,1679.1792,1,2,2,5,7,하,하
USER_0983,2019-09-26,96,60,7535.7972,3,3,3,1,2,중,중
USER_0984,2019-09-05,117,14,897.9609,3,2,1,0,1,중,중
USER_0985,2019-02-24,310,56,6820.550700000001,1,3,3,5,7,중,중
USER_0986,2019-11-30,31,10,953.09,4,1,1,0,0,중,중
USER_0987,2019-12-15,16,3,63.0996,4,1,1,0,0,중,중
USER_0988,2019-11-30,31,20,1497.0184000000002,4,2,2,0,0,중,중
USER_0989,2019-11-03,58,48,5732.3272,3,3,3,0,0,중,중
USER_0990,2019-02-23,311,21,1094.2707,1,2,2,5,7,하,하
USER_0991,2019-12-06,25,17,1131.3267,4,2,2,0,0,중,중
USER_0992,2019-12-07,24,54,5413.936,4,3,3,4,3,상,상
USER_0993,2019-07-28,156,1,18.5434,2,1,1,2,3,중,중
USER_0994,2019-05-23,222,45,5256.7131,1,3,3,3,4,중,중
USER_0995,2019-05-21,224,30,2053.8882,1,2,2,5,7,하,하
USER_0996,2019-12-28,3,62,9726.746000000001,4,3,3,6,6,상,상
USER_0997,2019-05-24,221,10,659.018,1,1,1,3,4,하,하
USER_0998,2019-06-14,200,40,3037.1552,2,3,3,2,3,중,중
USER_0999,2019-08-02,151,8,482.0766,2,1,1,1,2,중,중
USER_1000,2019-10-11,81,59,5409.307,3,3,3,5,7,중,중
USER_1001,2019-08-30,123,6,154.408,3,1,1,1,2,중,중
USER_1002,2019-11-05,56,40,5788.9408,3,3,3,0,0,중,중
USER_1003,2019-10-27,65,27,3502.105,3,2,3,1,2,중,중
USER_1004,2019-06-01,213,22,2288.827,2,2,2,2,3,중,중
USER_1005,2019-08-26,127,1,17.328,3,1,1,1,2,중,중
USER_1006,2019-08-28,125,53,5354.2947,3,3,3,3,4,중,중
USER_1007,2019-01-24,341,13,2370.0022,1,2,2,6,6,하,하
USER_1008,2019-12-07,24,31,2991.2172,4,2,3,0,0,중,중
USER_1009,2019-04-18,257,5,114.88919999999999,1,1,1,2,3,하,하
USER_1010,2019-04-16,259,60,8681.690900000001,1,3,3,2,3,중,중
USER_1011,2019-11-18,43,26,2267.9244,4,2,2,0,0,중,중
USER_1012,2019-12-29,2,39,4171.2496,4,3,3,4,3,상,상
USER_1013,2019-10-23,69,14,1595.3036,3,2,2,3,4,중,중
USER_1014,2019-07-21,163,1,18.39,2,1,1,2,3,중,중
USER_1015,2019-06-20,194,29,3331.5342,2,2,3,6,6,중,중
USER_1016,2019-01-29,336,12,1855.1942000000001,1,1,2,6,6,하,하
USER_1017,2019-08-10,143,33,1982.3246,2,2,2,1,2,중,중
USER_1018,2019-03-14,292,51,4273.1787,1,3,3,4,3,중,중
USER_1019,2019-08-02,151,11,773.1398,2,1,1,1,2,중,중
USER_1020,2019-01-07,358,5,529.9908,1,1,1,6,6,하,하
USER_1021,2019-05-31,214,13,2611.7272,2,2,2,2,3,중,중
USER_1022,2019-08-23,130,2,598.1178,3,1,1,1,2,중,중
USER_1023,2019-05-30,215,16,1694.282,2,2,2,3,4,중,중
USER_1024,2019-10-12,80,64,4386.3029,3,3,3,4,3,중,중
USER_1025,2019-06-19,195,21,2733.0246,2,2,2,2,3,중,중
USER_1026,2019-05-01,244,3,109.064,1,1,1,3,4,하,하
USER_1027,2019-08-01,152,26,2537.165,2,2,2,1,2,중,중
USER_1028,2019-12-04,27,18,2186.7474,4,2,2,3,4,중,중
USER_1029,2019-04-19,256,1,280.731,1,1,1,2,3,하,하
USER_1030,2019-01-05,360,14,2240.4558,1,2,2,6,6,하,하
USER_1031,2019-09-05,117,1,8.249,3,1,1,0,1,중,중
USER_1032,2019-04-10,265,6,102.02080000000001,1,1,1,2,3,하,하
USER_1033,2019-07-21,163,8,385.7828,2,1,1,2,3,중,중
USER_1034,2019-06-28,186,9,1035.6752,2,1,2,2,3,중,중
USER_1035,2019-12-05,26,18,3468.8735,4,2,3,0,0,중,중
USER_1036,2019-10-03,89,34,5063.0213,3,3,3,0,0,중,중
USER_1037,2019-01-30,335,8,1216.5900000000001,1,1,2,6,6,하,하
USER_1038,2019-09-02,120,12,399.4878,3,1,1,4,3,중,중
USER_1039,2019-03-16,290,9,813.4316,1,1,1,4,3,하,하
USER_1040,2019-08-22,131,39,2760.1946000000003,3,3,2,1,2,중,중
USER_1041,2019-11-03,58,11,196.2392,3,1,1,2,3,중,중
USER_1042,2019-03-14,292,8,1131.9846,1,1,2,4,3,하,하
USER_1043,2019-10-14,78,4,44.940200000000004,3,1,1,0,0,중,중
USER_1044,2019-05-10,235,9,1180.9688,1,1,2,3,4,하,하
USER_1045,2019-09-14,108,52,4306.056500000001,3,3,3,2,3,중,중
USER_1046,2019-07-28,156,29,1054.7691,2,2,2,2,3,중,중
USER_1047,2019-04-05,270,3,111.009,1,1,1,2,3,하,하
USER_1048,2019-12-17,14,57,6650.1983,4,3,3,2,3,상,상
USER_1049,2019-07-04,180,87,9512.5617,2,3,3,2,3,중,중
USER_1050,2019-11-09,52,52,4827.5396,4,3,3,2,3,상,상
USER_1051,2019-08-22,131,19,975.5571,3,2,1,3,4,중,중
USER_1052,2019-12-08,23,60,3871.8410000000003,4,3,3,2,3,상,상
USER_1053,2019-05-31,214,75,5549.2433,2,3,3,4,3,중,중
USER_1054,2019-06-27,187,1,21.3282,2,1,1,2,3,중,중
USER_1055,2019-07-07,177,105,9106.7161,2,3,3,4,3,중,중
USER_1056,2019-11-01,60,92,11299.4714,3,3,4,0,0,중,중
USER_1057,2019-12-10,21,1,64.2256,4,1,1,0,0,중,중
USER_1058,2019-12-13,18,18,1355.8275,4,2,2,2,3,중,중
USER_1059,2019-02-22,312,45,5243.106000000001,1,3,3,5,7,중,중
USER_1060,2019-07-21,163,59,6657.2983,2,3,3,4,3,중,중
USER_1061,2019-05-24,221,42,2890.0877,1,3,3,4,3,중,중
USER_1062,2019-12-26,5,131,12005.526100000001,4,4,4,5,7,상,상
USER_1063,2019-05-16,229,20,910.0432000000001,1,2,1,3,4,하,하
USER_1064,2019-04-30,245,46,4255.3629,1,3,3,2,3,중,중
USER_1065,2019-10-16,76,14,3447.5478000000003,3,2,3,0,0,중,중
USER_1066,2019-08-10,143,46,3175.2802,2,3,3,1,2,중,중
USER_1067,2019-06-15,199,29,1924.9489,2,2,2,2,3,중,중
USER_1068,2019-12-30,1,58,6421.2226,4,3,3,0,0,상,상
USER_1069,2019-09-05,117,47,3734.0296000000003,3,3,3,2,3,중,중
USER_1070,2019-12-19,12,18,1500.173,4,2,2,1,2,중,중
USER_1071,2019-01-21,344,9,1127.1276,1,1,2,6,6,하,하
USER_1072,2019-01-30,335,2,164.5906,1,1,1,6,6,하,하
USER_1073,2019-11-17,44,16,1931.8514,4,2,2,0,0,중,중
USER_1074,2019-10-20,72,7,1011.7326,3,1,1,0,0,중,중
USER_1075,2019-11-10,51,47,5336.9798,4,3,3,0,0,상,상
USER_1076,2019-11-24,37,67,10609.5933,4,3,3,6,6,상,상
USER_1077,2019-12-13,18,105,12961.2918,4,3,4,2,3,상,상
USER_1078,2019-08-29,124,30,3322.8374000000003,3,2,3,4,3,중,중
USER_1079,2019-12-10,21,75,6697.4485,4,3,3,4,3,상,상
USER_1080,2019-04-19,256,19,2337.823,1,2,2,6,6,하,하
USER_1081,2019-11-06,55,118,11257.7723,4,4,4,4,3,상,상
USER_1082,2019-08-21,132,52,3149.4436,2,3,3,1,2,중,중
USER_1083,2019-04-18,257,66,5741.4821,1,3,3,2,3,중,중
USER_1084,2019-05-31,214,55,4423.6899,2,3,3,3,4,중,중
USER_1085,2019-05-23,222,1,42.993,1,1,1,3,4,하,하
USER_1086,2019-05-26,219,15,2182.3694,2,2,2,3,4,중,중
USER_1087,2019-12-16,15,91,8312.9073,4,3,3,5,7,상,상
USER_1088,2019-11-26,35,20,3206.2904,4,2,3,2,3,중,중
USER_1089,2019-06-02,212,19,2065.7622,2,2,2,4,3,중,중
USER_1090,2019-08-10,143,17,972.3474,2,2,1,1,2,중,중
USER_1091,2019-01-16,349,5,301.38660000000004,1,1,1,6,6,하,하
USER_1092,2019-11-27,34,26,1990.4295,4,2,2,5,7,중,중
USER_1093,2019-09-07,115,18,1217.177,3,2,2,0,1,중,중
USER_1094,2019-08-14,139,19,1756.8303,2,2,2,1,2,중,중
USER_1095,2019-04-07,268,13,694.9298,1,2,1,4,3,하,하
USER_1096,2019-03-16,290,2,43.722,1,1,1,4,3,하,하
USER_1097,2019-05-22,223,10,1420.413,1,1,2,4,3,하,하
USER_1098,2019-07-09,175,70,3879.2455,2,3,3,3,4,중,중
USER_1099,2019-08-17,136,27,2508.0868,2,2,2,2,3,중,중
USER_1100,2019-11-04,57,1,267.8,3,1,1,0,0,중,중
USER_1101,2019-02-01,333,17,2666.1420000000003,1,2,2,5,7,하,하
USER_1102,2019-06-29,185,29,3891.8035,2,2,3,2,3,중,중
USER_1103,2019-08-02,151,46,3327.6621,2,3,3,1,2,중,중
USER_1104,2019-02-02,332,69,9424.226,1,3,3,5,7,중,중
USER_1105,2019-09-28,94,1,61.9508,3,1,1,0,1,중,중
USER_1106,2019-03-30,276,45,4534.9888,1,3,3,4,3,중,중
USER_1107,2019-11-22,39,30,4246.3444,4,2,3,0,0,중,중
USER_1108,2019-04-18,257,33,3911.7361,1,2,3,4,3,중,중
USER_1109,2019-05-30,215,16,971.855,2,2,1,3,4,중,중
USER_1110,2019-09-21,101,76,7512.0976,3,3,3,4,3,중,중
USER_1111,2019-02-01,333,10,1233.2168000000001,1,1,2,5,7,하,하
USER_1112,2019-04-20,255,34,4189.6073,1,3,3,2,3,중,중
USER_1113,2019-09-30,92,13,1242.6622000000002,3,2,2,0,1,중,중
USER_1114,2019-01-23,342,50,3821.2196000000004,1,3,3,6,6,중,중
USER_1115,2019-11-04,57,31,2983.5564,3,2,3,0,0,중,중
USER_1116,2019-05-31,214,64,7878.653300000001,2,3,3,4,3,중,중
USER_1117,2019-11-22,39,123,16193.4099,4,4,4,3,4,상,상
USER_1118,2019-02-04,330,14,670.2090000000001,1,2,1,5,7,하,하
