고객ID,거래날짜,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,trade_month
USER_0718,2019-12-19,12,88,6403.84,4,4,4,444,VIP고객,2019-12
USER_0719,2019-12-04,27,17,2195.78,4,2,3,423,기타,2019-12
USER_0720,2019-06-13,201,12,216.4,2,2,1,221,기타,2019-06
USER_0721,2019-01-20,345,17,1614.23,1,2,2,122,기타,2019-01
USER_0722,2019-09-27,95,10,1871.18,3,1,3,313,기타,2019-09
USER_0723,2019-07-23,161,6,641.8,2,1,1,211,기타,2019-07
USER_0724,2019-12-13,18,18,799.52,4,2,2,422,기타,2019-12
USER_0725,2019-07-26,158,40,3618.31,2,3,3,233,기타,2019-07
USER_0726,2019-07-06,178,21,1605.31,2,2,2,222,기타,2019-07
USER_0727,2019-10-05,87,55,3531.24,3,4,3,343,기타,2019-10
USER_0728,2019-04-17,258,26,2252.43,1,3,3,133,기타,2019-04
USER_0729,2019-09-04,118,19,513.54,3,2,1,321,기타,2019-09
USER_0730,2019-10-14,78,35,904.04,3,3,2,332,기타,2019-10
USER_0731,2019-09-10,112,61,6875.67,3,4,4,344,충성고객,2019-09
USER_0732,2019-09-20,102,39,1871.46,3,3,3,333,기타,2019-09
USER_0733,2019-01-29,336,3,335.45,1,1,1,111,이탈고객,2019-01
USER_0734,2019-03-07,299,34,3088.19,1,3,3,133,기타,2019-03
USER_0735,2019-03-06,300,5,251.97,1,1,1,111,이탈고객,2019-03
USER_0736,2019-12-19,12,587,75937.55,4,4,4,444,VIP고객,2019-12
USER_0737,2019-07-07,177,17,522.5,2,2,1,221,기타,2019-07
USER_0738,2019-09-09,113,1,44.0,3,1,1,311,기타,2019-09
USER_0739,2019-08-14,139,29,1705.27,2,3,2,232,기타,2019-08
USER_0740,2019-04-19,256,3,65.38,1,1,1,111,이탈고객,2019-04
USER_0741,2019-04-06,269,35,2590.08,1,3,3,133,기타,2019-04
USER_0742,2019-10-23,69,41,5241.87,3,3,4,334,충성고객,2019-10
USER_0743,2019-08-17,136,17,722.12,2,2,2,222,기타,2019-08
USER_0744,2019-04-07,268,5,71.59,1,1,1,111,이탈고객,2019-04
USER_0745,2019-01-10,355,5,562.03,1,1,1,111,이탈고객,2019-01
USER_0746,2019-02-14,320,53,20858.43,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0747,2019-03-20,286,12,977.46,1,2,2,122,기타,2019-03
USER_0748,2019-05-24,221,115,9328.55,1,4,4,144,놓치면 안되는 고객,2019-05
USER_0749,2019-12-03,28,122,10528.4,4,4,4,444,VIP고객,2019-12
USER_0750,2019-05-12,233,7,465.16,1,1,1,111,이탈고객,2019-05
USER_0751,2019-01-22,343,16,1062.17,1,2,2,122,기타,2019-01
USER_0752,2019-11-20,41,12,2079.17,4,2,3,423,기타,2019-11
USER_0753,2019-06-20,194,8,1274.03,2,1,2,212,기타,2019-06
USER_0754,2019-08-17,136,8,67.15,2,1,1,211,기타,2019-08
USER_0755,2019-10-30,62,24,2425.33,3,3,3,333,기타,2019-10
USER_0756,2019-09-28,94,138,10083.78,3,4,4,344,충성고객,2019-09
USER_0757,2019-04-19,256,1,313.53,1,1,1,111,이탈고객,2019-04
USER_0758,2019-06-05,209,22,1714.61,2,3,2,232,기타,2019-06
USER_0759,2019-06-21,193,20,1617.73,2,2,2,222,기타,2019-06
USER_0760,2019-06-16,198,24,2787.88,2,3,3,233,기타,2019-06
USER_0761,2019-09-15,107,7,1136.48,3,1,2,312,기타,2019-09
USER_0762,2019-11-25,36,48,7344.68,4,4,4,444,VIP고객,2019-11
USER_0763,2019-12-13,18,16,582.6700000000001,4,2,1,421,기타,2019-12
USER_0764,2019-09-30,92,6,344.48,3,1,1,311,기타,2019-09
USER_0765,2019-03-15,291,87,6202.37,1,4,4,144,놓치면 안되는 고객,2019-03
USER_0766,2019-10-08,84,51,3162.69,3,4,3,343,기타,2019-10
USER_0767,2019-08-27,126,9,641.04,3,1,1,311,기타,2019-08
USER_0768,2019-11-27,34,28,5141.87,4,3,4,434,충성고객,2019-11
USER_0769,2019-05-10,235,25,1609.15,1,3,2,132,기타,2019-05
USER_0770,2019-06-11,203,26,1419.44,2,3,2,232,기타,2019-06
USER_0771,2019-07-11,173,58,6221.18,2,4,4,244,충성고객,2019-07
USER_0772,2019-07-25,159,157,12865.57,2,4,4,244,충성고객,2019-07
USER_0773,2019-10-05,87,21,1431.86,3,2,2,322,기타,2019-10
USER_0774,2019-05-23,222,1,2.99,1,1,1,111,이탈고객,2019-05
USER_0775,2019-06-13,201,8,198.01,2,1,1,211,기타,2019-06
USER_0776,2019-08-07,146,43,2413.72,2,3,3,233,기타,2019-08
USER_0777,2019-11-27,34,11,1628.37,4,2,2,422,기타,2019-11
USER_0778,2019-10-14,78,163,11345.37,3,4,4,344,충성고객,2019-10
USER_0779,2019-03-16,290,40,4171.98,1,3,4,134,기타,2019-03
USER_0780,2019-05-03,242,70,3683.47,1,4,3,143,기타,2019-05
USER_0781,2019-08-28,125,1,19.19,3,1,1,311,기타,2019-08
USER_0782,2019-06-06,208,6,132.68,2,1,1,211,기타,2019-06
USER_0783,2019-11-08,53,46,4418.95,4,3,4,434,충성고객,2019-11
USER_0784,2019-05-25,220,113,6465.1900000000005,2,4,4,244,충성고객,2019-05
USER_0785,2019-10-23,69,67,3907.95,3,4,3,343,기타,2019-10
USER_0786,2019-01-09,356,57,7840.24,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0787,2019-11-18,43,27,2855.7,4,3,3,433,기타,2019-11
USER_0788,2019-09-27,95,76,8177.7,3,4,4,344,충성고객,2019-09
USER_0789,2019-06-21,193,50,5998.46,2,4,4,244,충성고객,2019-06
USER_0790,2019-09-05,117,41,3952.28,3,3,4,334,충성고객,2019-09
USER_0791,2019-01-22,343,26,2046.63,1,3,3,133,기타,2019-01
USER_0792,2019-02-10,324,31,3353.07,1,3,3,133,기타,2019-02
USER_0793,2019-11-19,42,90,7672.31,4,4,4,444,VIP고객,2019-11
USER_0794,2019-11-22,39,62,9138.48,4,4,4,444,VIP고객,2019-11
USER_0795,2019-05-15,230,96,5653.17,1,4,4,144,놓치면 안되는 고객,2019-05
USER_0796,2019-07-14,170,1,79.0,2,1,1,211,기타,2019-07
USER_0797,2019-06-14,200,22,1449.84,2,3,2,232,기타,2019-06
USER_0798,2019-08-19,134,7,199.45,2,1,1,211,기타,2019-08
USER_0799,2019-09-01,121,144,17853.21,3,4,4,344,충성고객,2019-09
USER_0800,2019-06-16,198,159,9984.91,2,4,4,244,충성고객,2019-06
USER_0801,2019-11-23,38,26,3706.75,4,3,3,433,기타,2019-11
USER_0802,2019-07-11,173,49,2637.8,2,4,3,243,기타,2019-07
USER_0803,2019-07-14,170,3,606.6,2,1,1,211,기타,2019-07
USER_0804,2019-12-11,20,12,1375.9,4,2,2,422,기타,2019-12
USER_0805,2019-11-08,53,43,3151.54,4,3,3,433,기타,2019-11
USER_0806,2019-11-14,47,157,16461.63,4,4,4,444,VIP고객,2019-11
USER_0807,2019-12-01,30,17,1370.28,4,2,2,422,기타,2019-12
USER_0808,2019-01-10,355,12,2278.9,1,2,3,123,기타,2019-01
USER_0809,2019-09-22,100,10,516.8,3,1,1,311,기타,2019-09
USER_0810,2019-08-03,150,13,887.01,2,2,2,222,기타,2019-08
USER_0811,2019-08-08,145,3,95.99,2,1,1,211,기타,2019-08
USER_0812,2019-08-30,123,50,4154.47,3,4,4,344,충성고객,2019-08
USER_0813,2019-06-19,195,31,1165.89,2,3,2,232,기타,2019-06
USER_0814,2019-08-30,123,20,895.27,3,2,2,322,기타,2019-08
USER_0815,2019-03-27,279,19,2144.52,1,2,3,123,기타,2019-03
USER_0816,2019-08-17,136,115,9632.14,2,4,4,244,충성고객,2019-08
USER_0817,2019-06-09,205,20,1246.83,2,2,2,222,기타,2019-06
USER_0818,2019-01-29,336,17,1722.59,1,2,2,122,기타,2019-01
USER_0819,2019-08-04,149,2,82.35,2,1,1,211,기타,2019-08
USER_0820,2019-12-18,13,28,4537.81,4,3,4,434,충성고객,2019-12
USER_0821,2019-04-11,264,10,590.0799999999999,1,1,1,111,이탈고객,2019-04
USER_0822,2019-11-01,60,5,1372.0,3,1,2,312,기타,2019-11
USER_0823,2019-06-12,202,2,348.5,2,1,1,211,기타,2019-06
USER_0824,2019-09-07,115,53,2028.64,3,4,3,343,기타,2019-09
USER_0825,2019-04-06,269,30,2264.78,1,3,3,133,기타,2019-04
USER_0826,2019-12-07,24,45,5393.02,4,3,4,434,충성고객,2019-12
USER_0827,2019-05-12,233,6,910.81,1,1,2,112,기타,2019-05
USER_0828,2019-12-06,25,24,2493.46,4,3,3,433,기타,2019-12
USER_0829,2019-11-21,40,48,3490.58,4,4,3,443,기타,2019-11
USER_0830,2019-11-25,36,96,8272.31,4,4,4,444,VIP고객,2019-11
USER_0831,2019-05-24,221,10,996.74,1,1,2,112,기타,2019-05
USER_0832,2019-02-17,317,38,2289.37,1,3,3,133,기타,2019-02
USER_0833,2019-12-18,13,175,15960.02,4,4,4,444,VIP고객,2019-12
USER_0834,2019-04-26,249,41,3593.17,1,3,3,133,기타,2019-04
USER_0835,2019-08-25,128,99,6835.5,3,4,4,344,충성고객,2019-08
USER_0836,2019-01-25,340,5,322.86,1,1,1,111,이탈고객,2019-01
USER_0837,2019-11-28,33,37,2087.66,4,3,3,433,기타,2019-11
USER_0838,2019-08-19,134,5,633.5,2,1,1,211,기타,2019-08
USER_0839,2019-04-18,257,21,2124.74,1,2,3,123,기타,2019-04
USER_0840,2019-01-17,348,14,1663.62,1,2,2,122,기타,2019-01
USER_0841,2019-06-20,194,4,54.6,2,1,1,211,기타,2019-06
USER_0842,2019-08-06,147,12,762.63,2,2,2,222,기타,2019-08
USER_0843,2019-10-28,64,8,562.78,3,1,1,311,기타,2019-10
USER_0844,2019-06-26,188,12,1865.98,2,2,3,223,기타,2019-06
USER_0845,2019-12-31,0,5,735.29,4,1,2,412,기타,2019-12
USER_0846,2019-06-19,195,25,2126.44,2,3,3,233,기타,2019-06
USER_0847,2019-10-17,75,1,199.0,3,1,1,311,기타,2019-10
USER_0848,2019-08-11,142,22,957.45,2,3,2,232,기타,2019-08
USER_0849,2019-04-22,253,11,1754.9,1,2,3,123,기타,2019-04
USER_0850,2019-12-30,1,210,20041.11,4,4,4,444,VIP고객,2019-12
USER_0851,2019-06-28,186,23,1145.36,2,3,2,232,기타,2019-06
USER_0852,2019-10-29,63,2,348.0,3,1,1,311,기타,2019-10
USER_0853,2019-10-14,78,17,1737.73,3,2,2,322,기타,2019-10
USER_0854,2019-06-08,206,16,919.7,2,2,2,222,기타,2019-06
USER_0855,2019-07-28,156,17,635.8,2,2,1,221,기타,2019-07
USER_0856,2019-11-27,34,29,3077.58,4,3,3,433,기타,2019-11
USER_0857,2019-09-24,98,18,1003.38,3,2,2,322,기타,2019-09
USER_0858,2019-01-29,336,2,24.68,1,1,1,111,이탈고객,2019-01
USER_0859,2019-08-26,127,15,651.1899999999999,3,2,1,321,기타,2019-08
USER_0860,2019-12-10,21,6,480.21,4,1,1,411,기타,2019-12
USER_0861,2019-07-20,164,7,137.08,2,1,1,211,기타,2019-07
USER_0862,2019-08-01,152,13,3820.01,2,2,3,223,기타,2019-08
USER_0863,2019-12-08,23,25,2564.78,4,3,3,433,기타,2019-12
USER_0864,2019-07-15,169,54,4231.45,2,4,4,244,충성고객,2019-07
USER_0865,2019-03-23,283,44,3291.96,1,3,3,133,기타,2019-03
USER_0866,2019-03-06,300,15,1959.0,1,2,3,123,기타,2019-03
USER_0867,2019-01-03,362,64,8196.41,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0868,2019-12-04,27,9,1290.81,4,1,2,412,기타,2019-12
USER_0869,2019-11-03,58,138,11924.49,3,4,4,344,충성고객,2019-11
USER_0870,2019-02-23,311,106,12702.21,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0871,2019-12-04,27,32,4237.22,4,3,4,434,충성고객,2019-12
USER_0872,2019-03-13,293,17,1715.68,1,2,2,122,기타,2019-03
USER_0873,2019-12-19,12,1,22.41,4,1,1,411,기타,2019-12
USER_0874,2019-02-28,306,66,9348.3,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0875,2019-02-26,308,38,3464.3,1,3,3,133,기타,2019-02
USER_0876,2019-03-22,284,64,4591.77,1,4,4,144,놓치면 안되는 고객,2019-03
USER_0877,2019-03-04,302,4,366.46,1,1,1,111,이탈고객,2019-03
USER_0878,2019-11-08,53,42,5875.31,4,3,4,434,충성고객,2019-11
USER_0879,2019-08-29,124,48,3626.51,3,4,3,343,기타,2019-08
USER_0880,2019-03-06,300,49,4197.7,1,4,4,144,놓치면 안되는 고객,2019-03
USER_0881,2019-01-22,343,12,649.31,1,2,1,121,기타,2019-01
USER_0882,2019-01-21,344,21,2108.8,1,2,3,123,기타,2019-01
USER_0883,2019-09-26,96,5,1342.0,3,1,2,312,기타,2019-09
USER_0884,2019-12-07,24,18,1067.09,4,2,2,422,기타,2019-12
USER_0885,2019-12-10,21,2,7.34,4,1,1,411,기타,2019-12
USER_0886,2019-04-16,259,2,510.69,1,1,1,111,이탈고객,2019-04
USER_0887,2019-06-06,208,29,1941.84,2,3,3,233,기타,2019-06
USER_0888,2019-08-22,131,27,2337.51,3,3,3,333,기타,2019-08
USER_0889,2019-01-19,346,20,2468.64,1,2,3,123,기타,2019-01
USER_0890,2019-03-22,284,16,2101.02,1,2,3,123,기타,2019-03
USER_0891,2019-10-20,72,35,2722.48,3,3,3,333,기타,2019-10
USER_0892,2019-12-10,21,4,397.95,4,1,1,411,기타,2019-12
USER_0893,2019-07-19,165,5,305.52,2,1,1,211,기타,2019-07
USER_0894,2019-12-08,23,4,118.23,4,1,1,411,기타,2019-12
USER_0895,2019-05-26,219,81,5839.57,2,4,4,244,충성고객,2019-05
USER_0896,2019-07-22,162,17,668.17,2,2,2,222,기타,2019-07
USER_0897,2019-03-04,302,9,242.86,1,1,1,111,이탈고객,2019-03
USER_0898,2019-04-09,266,32,830.76,1,3,2,132,기타,2019-04
USER_0899,2019-05-09,236,118,8313.0,1,4,4,144,놓치면 안되는 고객,2019-05
USER_0900,2019-06-07,207,20,1603.46,2,2,2,222,기타,2019-06
USER_0901,2019-05-07,238,24,3633.12,1,3,3,133,기타,2019-05
USER_0902,2019-12-09,22,50,6053.48,4,4,4,444,VIP고객,2019-12
USER_0903,2019-08-02,151,12,452.19,2,2,1,221,기타,2019-08
USER_0904,2019-04-06,269,70,6401.0,1,4,4,144,놓치면 안되는 고객,2019-04
USER_0905,2019-11-20,41,27,946.83,4,3,2,432,기타,2019-11
USER_0906,2019-12-26,5,52,5099.61,4,4,4,444,VIP고객,2019-12
USER_0907,2019-12-16,15,29,3590.87,4,3,3,433,기타,2019-12
USER_0908,2019-09-14,108,141,7502.42,3,4,4,344,충성고객,2019-09
USER_0909,2019-08-18,135,9,208.99,2,1,1,211,기타,2019-08
USER_0910,2019-06-13,201,15,933.21,2,2,2,222,기타,2019-06
USER_0911,2019-08-19,134,6,531.48,2,1,1,211,기타,2019-08
USER_0912,2019-10-28,64,17,1030.74,3,2,2,322,기타,2019-10
USER_0913,2019-01-13,352,8,1405.67,1,1,2,112,기타,2019-01
USER_0914,2019-09-06,116,49,2556.52,3,4,3,343,기타,2019-09
USER_0915,2019-04-27,248,7,607.27,1,1,1,111,이탈고객,2019-04
USER_0916,2019-04-15,260,74,7328.62,1,4,4,144,놓치면 안되는 고객,2019-04
USER_0917,2019-03-29,277,22,2926.4500000000003,1,3,3,133,기타,2019-03
USER_0918,2019-05-24,221,17,501.56,1,2,1,121,기타,2019-05
USER_0919,2019-10-06,86,28,2073.42,3,3,3,333,기타,2019-10
USER_0920,2019-03-22,284,8,801.18,1,1,2,112,기타,2019-03
USER_0921,2019-08-01,152,2,19.69,2,1,1,211,기타,2019-08
USER_0922,2019-01-02,363,12,842.39,1,2,2,122,기타,2019-01
USER_0923,2019-12-24,7,3,759.39,4,1,2,412,기타,2019-12
USER_0924,2019-12-09,22,115,12657.84,4,4,4,444,VIP고객,2019-12
USER_0925,2019-08-16,137,10,933.75,2,1,2,212,기타,2019-08
USER_0926,2019-08-17,136,19,635.12,2,2,1,221,기타,2019-08
USER_0927,2019-11-14,47,16,889.9499999999999,4,2,2,422,기타,2019-11
USER_0928,2019-03-26,280,13,1688.01,1,2,2,122,기타,2019-03
USER_0929,2019-11-15,46,13,1211.95,4,2,2,422,기타,2019-11
USER_0930,2019-07-11,173,19,2422.28,2,2,3,223,기타,2019-07
USER_0931,2019-03-16,290,1,2.8,1,1,1,111,이탈고객,2019-03
USER_0932,2019-02-07,327,7,1045.76,1,1,2,112,기타,2019-02
USER_0933,2019-07-07,177,28,3094.39,2,3,3,233,기타,2019-07
USER_0934,2019-08-18,135,38,2354.84,2,3,3,233,기타,2019-08
USER_0935,2019-08-01,152,26,1979.83,2,3,3,233,기타,2019-08
USER_0936,2019-07-05,179,10,1128.98,2,1,2,212,기타,2019-07
USER_0937,2019-12-12,19,18,1906.26,4,2,3,423,기타,2019-12
USER_0938,2019-12-10,21,124,11501.39,4,4,4,444,VIP고객,2019-12
USER_0939,2019-04-20,255,5,105.15,1,1,1,111,이탈고객,2019-04
USER_0940,2019-10-16,76,8,497.31,3,1,1,311,기타,2019-10
USER_0941,2019-01-25,340,20,732.28,1,2,2,122,기타,2019-01
USER_0942,2019-12-03,28,36,1360.42,4,3,2,432,기타,2019-12
USER_0943,2019-05-22,223,18,814.03,1,2,2,122,기타,2019-05
USER_0944,2019-08-18,135,12,1593.39,2,2,2,222,기타,2019-08
USER_0945,2019-09-05,117,25,1396.66,3,3,2,332,기타,2019-09
USER_0946,2019-12-15,16,42,3888.67,4,3,3,433,기타,2019-12
USER_0947,2019-01-04,361,28,3799.28,1,3,3,133,기타,2019-01
USER_0948,2019-03-21,285,12,1134.02,1,2,2,122,기타,2019-03
USER_0949,2019-10-26,66,137,11173.14,3,4,4,344,충성고객,2019-10
USER_0950,2019-08-30,123,12,682.99,3,2,2,322,기타,2019-08
USER_0951,2019-09-04,118,9,838.47,3,1,2,312,기타,2019-09
USER_0952,2019-07-19,165,71,5861.48,2,4,4,244,충성고객,2019-07
USER_0953,2019-01-20,345,63,5300.43,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0954,2019-01-02,363,14,1965.43,1,2,3,123,기타,2019-01
USER_0955,2019-04-10,265,21,1598.87,1,2,2,122,기타,2019-04
USER_0956,2019-07-17,167,60,4295.25,2,4,4,244,충성고객,2019-07
USER_0957,2019-05-24,221,3,663.0,1,1,2,112,기타,2019-05
USER_0958,2019-04-24,251,38,2440.73,1,3,3,133,기타,2019-04
USER_0959,2019-07-12,172,54,4202.3,2,4,4,244,충성고객,2019-07
USER_0960,2019-06-20,194,16,616.51,2,2,1,221,기타,2019-06
USER_0961,2019-01-13,352,67,6182.0,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0962,2019-08-13,140,2,171.59,2,1,1,211,기타,2019-08
USER_0963,2019-07-17,167,11,775.27,2,2,2,222,기타,2019-07
USER_0964,2019-03-24,282,16,664.4599999999999,1,2,2,122,기타,2019-03
USER_0965,2019-08-15,138,35,2244.27,2,3,3,233,기타,2019-08
USER_0966,2019-08-01,152,15,391.87,2,2,1,221,기타,2019-08
USER_0967,2019-08-27,126,14,223.75,3,2,1,321,기타,2019-08
USER_0968,2019-07-22,162,21,2317.31,2,2,3,223,기타,2019-07
USER_0969,2019-09-27,95,4,184.8,3,1,1,311,기타,2019-09
USER_0970,2019-11-22,39,43,1879.22,4,3,3,433,기타,2019-11
USER_0971,2019-11-17,44,101,9196.49,4,4,4,444,VIP고객,2019-11
USER_0972,2019-12-16,15,2,605.49,4,1,1,411,기타,2019-12
USER_0973,2019-08-13,140,25,944.48,2,3,2,232,기타,2019-08
USER_0974,2019-08-17,136,8,261.87,2,1,1,211,기타,2019-08
USER_0975,2019-12-20,11,13,843.8,4,2,2,422,기타,2019-12
USER_0976,2019-09-04,118,5,62.06999999999999,3,1,1,311,기타,2019-09
USER_0977,2019-06-09,205,7,484.09,2,1,1,211,기타,2019-06
USER_0978,2019-05-06,239,37,1293.83,1,3,2,132,기타,2019-05
USER_0979,2019-12-12,19,10,1766.29,4,1,3,413,기타,2019-12
USER_0980,2019-04-04,271,21,788.36,1,2,2,122,기타,2019-04
USER_0981,2019-10-02,90,4,27.97,3,1,1,311,기타,2019-10
USER_0982,2019-05-06,239,22,1314.52,1,3,2,132,기타,2019-05
USER_0983,2019-09-26,96,60,6562.08,3,4,4,344,충성고객,2019-09
USER_0984,2019-09-05,117,14,728.72,3,2,2,322,기타,2019-09
USER_0985,2019-02-24,310,57,5175.15,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0986,2019-11-30,31,10,765.38,4,1,2,412,기타,2019-11
USER_0987,2019-12-15,16,3,38.22,4,1,1,411,기타,2019-12
USER_0988,2019-11-30,31,20,1203.76,4,2,2,422,기타,2019-11
USER_0989,2019-11-03,58,48,5066.26,3,4,4,344,충성고객,2019-11
USER_0990,2019-02-23,311,21,862.27,1,2,2,122,기타,2019-02
USER_0991,2019-12-06,25,17,946.56,4,2,2,422,기타,2019-12
USER_0992,2019-12-07,24,54,4336.18,4,4,4,444,VIP고객,2019-12
USER_0993,2019-07-28,156,1,10.63,2,1,1,211,기타,2019-07
USER_0994,2019-05-23,222,46,4986.63,1,3,4,134,기타,2019-05
USER_0995,2019-05-21,224,30,1626.83,1,3,2,132,기타,2019-05
USER_0996,2019-12-28,3,62,8437.39,4,4,4,444,VIP고객,2019-12
USER_0997,2019-05-24,221,10,461.7,1,1,1,111,이탈고객,2019-05
USER_0998,2019-06-14,200,40,2411.36,2,3,3,233,기타,2019-06
USER_0999,2019-08-02,151,8,371.42,2,1,1,211,기타,2019-08
USER_1000,2019-10-11,81,59,4577.4,3,4,4,344,충성고객,2019-10
USER_1001,2019-08-30,123,6,29.48,3,1,1,311,기타,2019-08
USER_1002,2019-11-05,56,41,5839.56,3,3,4,334,충성고객,2019-11
USER_1003,2019-10-27,65,27,2915.33,3,3,3,333,기타,2019-10
USER_1004,2019-06-01,213,22,1821.65,2,3,3,233,기타,2019-06
USER_1005,2019-08-26,127,1,9.6,3,1,1,311,기타,2019-08
USER_1006,2019-08-28,125,53,4309.42,3,4,4,344,충성고객,2019-08
USER_1007,2019-01-24,341,13,2068.01,1,2,3,123,기타,2019-01
USER_1008,2019-12-07,24,31,2465.93,4,3,3,433,기타,2019-12
USER_1009,2019-04-18,257,5,71.94,1,1,1,111,이탈고객,2019-04
USER_1010,2019-04-16,259,60,7195.6,1,4,4,144,놓치면 안되는 고객,2019-04
USER_1011,2019-11-18,43,26,1935.02,4,3,3,433,기타,2019-11
USER_1012,2019-12-29,2,39,3572.82,4,3,3,433,기타,2019-12
USER_1013,2019-10-23,69,14,1246.76,3,2,2,322,기타,2019-10
USER_1014,2019-07-21,163,1,10.5,2,1,1,211,기타,2019-07
USER_1015,2019-06-20,194,30,3412.16,2,3,3,233,기타,2019-06
USER_1016,2019-01-29,336,12,1602.37,1,2,2,122,기타,2019-01
USER_1017,2019-08-10,143,33,1574.66,2,3,2,232,기타,2019-08
USER_1018,2019-03-14,292,51,3387.79,1,4,3,143,기타,2019-03
USER_1019,2019-08-02,151,11,613.75,2,2,1,221,기타,2019-08
USER_1020,2019-01-07,358,5,449.34,1,1,1,111,이탈고객,2019-01
USER_1021,2019-05-31,214,18,5843.09,2,2,4,224,기타,2019-05
USER_1022,2019-08-23,130,2,496.71,3,1,1,311,기타,2019-08
USER_1023,2019-05-30,215,16,1432.59,2,2,2,222,기타,2019-05
USER_1024,2019-10-12,80,64,3517.33,3,4,3,343,기타,2019-10
USER_1025,2019-06-19,195,21,2320.93,2,2,3,223,기타,2019-06
USER_1026,2019-05-01,244,3,63.64,1,1,1,111,이탈고객,2019-05
USER_1027,2019-08-01,152,26,2099.09,2,3,3,233,기타,2019-08
USER_1028,2019-12-04,27,18,1903.18,4,2,3,423,기타,2019-12
USER_1029,2019-04-19,256,1,223.95,1,1,1,111,이탈고객,2019-04
USER_1030,2019-01-05,360,14,1890.33,1,2,3,123,기타,2019-01
USER_1031,2019-09-05,117,1,1.59,3,1,1,311,기타,2019-09
USER_1032,2019-04-10,265,6,55.84,1,1,1,111,이탈고객,2019-04
USER_1033,2019-07-21,163,9,952.78,2,1,2,212,기타,2019-07
USER_1034,2019-06-28,186,9,879.08,2,1,2,212,기타,2019-06
USER_1035,2019-12-05,26,18,3069.57,4,2,3,423,기타,2019-12
USER_1036,2019-10-03,89,35,4979.54,3,3,4,334,충성고객,2019-10
USER_1037,2019-01-30,335,8,1058.42,1,1,2,112,기타,2019-01
USER_1038,2019-09-02,120,12,278.89,3,2,1,321,기타,2019-09
USER_1039,2019-03-16,290,9,652.8199999999999,1,1,2,112,기타,2019-03
USER_1040,2019-08-22,131,39,2218.55,3,3,3,333,기타,2019-08
USER_1041,2019-11-03,58,11,114.52,3,2,1,321,기타,2019-11
USER_1042,2019-03-14,292,8,970.97,1,1,2,112,기타,2019-03
USER_1043,2019-10-14,78,4,17.99,3,1,1,311,기타,2019-10
USER_1044,2019-05-10,235,9,957.36,1,1,2,112,기타,2019-05
USER_1045,2019-09-14,108,52,3475.8,3,4,3,343,기타,2019-09
USER_1046,2019-07-28,156,29,723.89,2,3,2,232,기타,2019-07
USER_1047,2019-04-05,270,3,77.55,1,1,1,111,이탈고객,2019-04
USER_1048,2019-12-17,14,57,5613.14,4,4,4,444,VIP고객,2019-12
USER_1049,2019-07-04,180,87,7985.74,2,4,4,244,충성고객,2019-07
USER_1050,2019-11-09,52,52,4047.48,4,4,4,444,VIP고객,2019-11
USER_1051,2019-08-22,131,20,1365.95,3,2,2,322,기타,2019-08
USER_1052,2019-12-08,23,60,3082.83,4,4,3,443,기타,2019-12
USER_1053,2019-05-31,214,75,4220.83,2,4,4,244,충성고객,2019-05
USER_1054,2019-06-27,187,1,12.99,2,1,1,211,기타,2019-06
USER_1055,2019-07-07,177,106,7977.66,2,4,4,244,충성고객,2019-07
USER_1056,2019-11-01,60,93,10834.28,3,4,4,344,충성고객,2019-11
USER_1057,2019-12-10,21,1,48.92,4,1,1,411,기타,2019-12
USER_1058,2019-12-13,18,18,1084.58,4,2,2,422,기타,2019-12
USER_1059,2019-02-22,312,45,4459.02,1,3,4,134,기타,2019-02
USER_1060,2019-07-21,163,60,5588.96,2,4,4,244,충성고객,2019-07
USER_1061,2019-05-24,221,42,2260.16,1,3,3,133,기타,2019-05
USER_1062,2019-12-26,5,133,11185.9,4,4,4,444,VIP고객,2019-12
USER_1063,2019-05-16,229,20,539.36,1,2,1,121,기타,2019-05
USER_1064,2019-04-30,245,46,3456.0,1,3,3,133,기타,2019-04
USER_1065,2019-10-16,76,14,1919.65,3,2,3,323,기타,2019-10
USER_1066,2019-08-10,143,47,2992.72,2,4,3,243,기타,2019-08
USER_1067,2019-06-15,199,30,2175.7,2,3,3,233,기타,2019-06
USER_1068,2019-12-30,1,58,5324.03,4,4,4,444,VIP고객,2019-12
USER_1069,2019-09-05,117,47,3074.24,3,4,3,343,기타,2019-09
USER_1070,2019-12-19,12,19,1695.69,4,2,2,422,기타,2019-12
USER_1071,2019-01-21,344,9,964.58,1,1,2,112,기타,2019-01
USER_1072,2019-01-30,335,2,136.79,1,1,1,111,이탈고객,2019-01
USER_1073,2019-11-17,44,16,1687.11,4,2,2,422,기타,2019-11
USER_1074,2019-10-20,72,7,876.0699999999999,3,1,2,312,기타,2019-10
USER_1075,2019-11-10,51,50,6433.58,4,4,4,444,VIP고객,2019-11
USER_1076,2019-11-24,37,67,8597.52,4,4,4,444,VIP고객,2019-11
